CASE Number,Accident Date,Accident Time,Day of Week,Nearest Street,At Intersection,Precinct,Zone ID,Number of Vehicles Involved,Location 1
2017049929.0,12/19/2017,806,TUE,FERRELL PW,Yes,4.0,425.0,2,"SALEM RD
VIRGINIA BEACH, VA
"
2017049786.0,12/18/2017,725,MON,PLEASANT VALLEY RD,300 Feet From,4.0,425.0,2,"4800 FERRELL PKWY
VIRGINIA BEACH, VA
(36.79691, -76.146099)"
2017049998.0,12/19/2017,1730,TUE,600 VILLAGE DR,Yes,2.0,222.0,2,"1800 LASKIN RD
VIRGINIA BEACH, VA
(36.849841, -76.027747)"
2016052939.0,12/29/2016,2130,THU,MILL DAM RD,Yes,2.0,223.0,1,"FIRST COLONIAL RD
VIRGINIA BEACH, VA
"
2017035511.0,09/06/2017,1723,WED,3969 PRINCESS ANNE RD,100 Feet From,4.0,424.0,3,"2100 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.90632, -76.147059)"
2017035338.0,09/05/2017,1501,TUE,WITCHDUCK RD S,Yes,4.0,422.0,2,"5151 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.825635, -76.16248)"
2017035706.0,09/08/2017,711,FRI,THALIA RD,Yes,3.0,322.0,2,"4300 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.843432, -76.121229)"
2017035747.0,09/08/2017,1155,FRI,PAUL REVERE RD,50 Feet From,3.0,329.0,3,"INDEPENDENCE BL
VIRGINIA BEACH, VA
"
2017035756.0,09/08/2017,1325,FRI,DORSET AV,100 Feet From,3.0,324.0,4,"4900 CLEVELAND ST
VIRGINIA BEACH, VA
(36.841911, -76.146424)"
2017035713.0,09/08/2017,755,FRI,KIRKWOOD LA,Yes,3.0,322.0,2,"EDINBURGH DR
VIRGINIA BEACH, VA
"
2017035611.0,09/07/2017,1450,THU,2000 GREAT NECK RD N,Yes,2.0,221.0,3,"2800 ADAM KEELING RD
VIRGINIA BEACH, VA
(36.900854, -76.066355)"
2017001690.0,01/16/2017,814,MON,PLEASURE HOUSE RD,Yes,3.0,329.0,2,"NORTHAMPTON BL
VIRGINIA BEACH, VA
"
2017000208.0,01/02/2017,1734,MON,KEMPSVILLE RD,Yes,4.0,421.0,4,"CENTERVILLE TP
VIRGINIA BEACH, VA
"
2017035773.0,09/08/2017,1523,FRI,HOLLY RD W,Yes,2.0,226.0,2,"3616 HOLLY RD
VIRGINIA BEACH, VA
(36.864276, -75.983659)"
2017035774.0,09/08/2017,1551,FRI,2300 INLYNNVIEW RD,Yes,2.0,221.0,2,"900 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.859988, -76.046733)"
2017035889.0,09/09/2017,1126,SAT,DAM NECK RD,200 Feet From,1.0,123.0,3,"GENERAL BOOTH BL
VIRGINIA BEACH, VA
"
2017035883.0,09/09/2017,1020,SAT,OCEANA BL,Yes,2.0,228.0,2,"GENERAL BOOTH BL
VIRGINIA BEACH, VA
"
2017045946.0,11/20/2017,1049,MON,HINSDALE,Yes,3.0,323.0,2,"599 INDEPENDENCE BL
VIRGINIA BEACH, VA
(36.85215, -76.136504)"
2017046060.0,11/21/2017,855,TUE,MALIBU DR,Yes,3.0,321.0,3,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2017045933.0,11/20/2017,901,MON,LYNNHAVEN PW,300 Feet From,3.0,320.0,2,"2638 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.841691, -76.063305)"
2017046015.0,11/20/2017,1730,MON,S INDEPENDENCE BL,.25 Miles From,1.0,125.0,1,"3800 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.785669, -76.106823)"
2017045984.0,11/20/2017,1515,MON,POTTERS RD,Yes,1.0,127.0,2,"LONDON BRIDGE RD
VIRGINIA BEACH, VA
"
2017046121.0,11/21/2017,1505,TUE,100 53RD ST,Yes,2.0,226.0,2,"5300 ATLANTIC AV
VIRGINIA BEACH, VA
(36.880049, -75.985585)"
2017046248.0,11/22/2017,1335,WED,RED TIDE RD,Yes,2.0,220.0,2,"2900 SHORE DR
VIRGINIA BEACH, VA
(36.911341, -76.071577)"
2017046016.0,11/20/2017,1852,MON,DORSET AV,50 Feet From,3.0,323.0,2,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2017001909.0,01/18/2017,725,WED,PROVIDENCE RD,Yes,4.0,422.0,2,"INDIAN LAKES BL
VIRGINIA BEACH, VA
"
2017046275.0,11/22/2017,1541,WED,ELSON GREEN AV,Yes,1.0,122.0,2,"UPTON DR
VIRGINIA BEACH, VA
"
2017001835.0,01/17/2017,1619,TUE,DAM NECK RD,Yes,1.0,124.0,2,"LONDON BRIDGE RD
VIRGINIA BEACH, VA
"
2017046192.0,11/22/2017,330,WED,CHAPEL LAKE DR,300 Feet From,2.0,222.0,2,"2142 LASKIN RD
VIRGINIA BEACH, VA
(36.844161, -76.041354)"
2017046271.0,11/22/2017,1544,WED,GALLERY AV,Yes,1.0,123.0,2,"1754 GENERAL BOOTH BL
VIRGINIA BEACH, VA
(36.780502, -76.002035)"
2017035705.0,09/08/2017,718,FRI,ROSEMONT RD S,Yes,4.0,428.0,2,"DAHLIA DR
VIRGINIA BEACH, VA
"
2017031835.0,08/12/2017,1123,SAT,SEABOARD RD,0.50 Miles From,1.0,124.0,1,"NIMMO PW
VIRGINIA BEACH, VA
"
2017035707.0,09/08/2017,712,FRI,INDIAN LAKES BL,100 Feet From,4.0,425.0,2,"4998 FERRELL PW
VIRGINIA BEACH, VA
(36.79584, -76.163444)"
2017031650.0,08/11/2017,742,FRI,CONCERT DR,500 Feet From,1.0,128.0,2,"2000 PRINCESS ANNE
VIRGINIA BEACH, VA
(36.742652, -76.017708)"
2017035744.0,09/08/2017,1149,FRI,SILINA DR,Yes,4.0,427.0,2,"400 PRESIDENTIAL BL
VIRGINIA BEACH, VA
(36.827517, -76.100601)"
2017001839.0,01/17/2017,1644,TUE,MILL CROSSING DR,Yes,1.0,122.0,2,"UPTON DR
VIRGINIA BEACH, VA
"
2017035717.0,09/08/2017,824,FRI,KEMPSVILLE RD,Yes,4.0,421.0,3,"5299 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.79705, -76.174578)"
2017035815.0,09/08/2017,2117,FRI,MINDEN RD,150 Feet From,4.0,422.0,2,"900 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.814066, -76.164974)"
2017002053.0,01/19/2017,1105,THU,HOLLAND RD,Yes,4.0,427.0,2,"INDEPENDENCE BL S
VIRGINIA BEACH, VA
"
2017035851.0,09/09/2017,214,SAT,4239 HOLLAND RD,Yes,4.0,427.0,2,"4198 PLAZA TL S
VIRGINIA BEACH, VA
(36.819381, -76.119662)"
2017035916.0,09/09/2017,1529,SAT,DESTINATION LA,Yes,2.0,221.0,2,"FIRST COLONIAL RD
VIRGINIA BEACH, VA
"
2017035544.0,09/07/2017,47,THU,WAVERLY DR,Yes,1.0,129.0,1,"PLAZA TL S
VIRGINIA BEACH, VA
"
2017035882.0,09/09/2017,1006,SAT,PLEASURE HOUSE,,3.0,329.0,3,"1516 INDEPENDENCE
VIRGINIA BEACH, VA
(36.890304, -76.138249)"
2017035620.0,09/07/2017,1550,THU,PARKWAY MARKET PLACE,Yes,4.0,425.0,2,"5000 FERRELL PW
VIRGINIA BEACH, VA
(36.795717, -76.164032)"
2017035619.0,09/07/2017,1550,THU,PARKWAY MARKET PLACE,Yes,4.0,425.0,2,"5000 FERRELL PW
VIRGINIA BEACH, VA
(36.795717, -76.164032)"
2017034978.0,09/03/2017,113,SUN,ARCTIC AV,Yes,2.0,227.0,2,"27TH ST
VIRGINIA BEACH, VA
"
2017035930.0,09/09/2017,1819,SAT,HUDSON DR,Yes,2.0,228.0,2,"699 CORNING CT
VIRGINIA BEACH, VA
(36.807695, -75.979692)"
2017001948.0,01/18/2017,1400,WED,ARAGONA BL,Yes,3.0,328.0,2,"700 WITCHDUCK RD N
VIRGINIA BEACH, VA
"
2017001988.0,01/18/2017,1848,WED,AYLESBURY DR,Yes,3.0,325.0,1,"BAKER RD
VIRGINIA BEACH, VA
"
2017035781.0,09/08/2017,1630,FRI,LANDSTOWN RD,Yes,1.0,125.0,2,"DAM NECK RD
VIRGINIA BEACH, VA
"
2017035927.0,09/09/2017,1733,SAT,WAVERLY DR,Yes,1.0,129.0,2,"3556 CHESTER ST
VIRGINIA BEACH, VA
(36.834223, -76.093878)"
2017002100.0,01/19/2017,1703,THU,INTRUDER CI E,Yes,1.0,123.0,2,"1242 PHANTOM BL
VIRGINIA BEACH, VA
"
2017046284.0,11/22/2017,1710,WED,BURGESSES LA,Yes,1.0,126.0,2,"3064 BOW CREEK BL
VIRGINIA BEACH, VA
(36.813204, -76.078434)"
2017045997.0,11/20/2017,1713,MON,19TH ST,Yes,2.0,227.0,2,"1900 MEDITERRANEAN AV
VIRGINIA BEACH, VA
(36.846095, -75.981632)"
2017049207.0,12/13/2017,2053,WED,GREENWICH RD,30 Feet From,4.0,423.0,2,"206 WITCHDUCK RD S
VIRGINIA BEACH, VA
(36.836159, -76.159574)"
2017035652.0,09/07/2017,2130,THU,EAGLEWOOD DR,Yes,2.0,228.0,2,"1400 OCEANA BL
VIRGINIA BEACH, VA
(36.794425, -75.99812)"
2017002164.0,01/20/2017,645,FRI,JEANNE ST,Yes,3.0,323.0,1,"KELLAM RD
VIRGINIA BEACH, VA
"
2017035117.0,09/04/2017,130,MON,HIGH POINT AV,Yes,2.0,225.0,1,"499 CARIBBEAN AV
VIRGINIA BEACH, VA
(36.832751, -75.981929)"
2017035923.0,09/09/2017,1625,SAT,REGRET LA,Yes,1.0,128.0,2,"3713 LIGHT HORSE LO
VIRGINIA BEACH, VA
(36.788538, -76.092082)"
2017035957.0,09/09/2017,2245,SAT,NIMMO PW,Yes,1.0,122.0,2,"2293 UPTON DR
VIRGINIA BEACH, VA
(36.752611, -76.009332)"
2017002250.0,01/20/2017,1940,FRI,POTTERS RD,Yes,1.0,127.0,4,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2017002230.0,01/20/2017,1627,FRI,FIRST COLONIAL RD,Yes,2.0,221.0,2,"GREAT NECK RD N
VIRGINIA BEACH, VA
"
2017002216.0,01/20/2017,1516,FRI,CROIX DR,Yes,2.0,220.0,2,"SHORE DR
VIRGINIA BEACH, VA
"
2017001283.0,01/12/2017,1908,THU,PROVIDENCE RD,Yes,4.0,422.0,2,"KEMPSVILLE RD
VIRGINIA BEACH, VA
"
2017035977.0,09/10/2017,209,SUN,1200 BLUE SPRUCE LA,Yes,1.0,126.0,2,"3251 HOLLAND RD
VIRGINIA BEACH, VA
(36.797089, -76.084084)"
2017035477.0,09/06/2017,1357,WED,REPUBLIC RD,Yes,2.0,222.0,2,"LASKIN RD
VIRGINIA BEACH, VA
"
2017001993.0,01/18/2017,1907,WED,HOLLAND RD,Yes,4.0,428.0,2,"ROSEMONT RD S
VIRGINIA BEACH, VA
"
2017036029.0,09/10/2017,1235,SUN,OCEANA BL,100 Feet From,2.0,228.0,2,"GENERAL BOOTH BL
VIRGINIA BEACH, VA
"
2017001974.0,01/18/2017,1657,WED,SILVERLEAF DR,Yes,4.0,426.0,2,"HOLLAND RD
VIRGINIA BEACH, VA
"
2017035090.0,09/03/2017,2030,SUN,MEDITERRANEAN AV,Yes,2.0,227.0,2,"VIRGINIA BEACH BL
VIRGINIA BEACH, VA
"
2017033775.0,08/25/2017,1406,FRI,DONNA DR,Yes,2.0,223.0,2,"500 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.846264, -76.020772)"
2017035228.0,09/04/2017,1835,MON,MEDITERRANEAN AV,100 Feet From,2.0,227.0,3,"400 NORFOLK AV
VIRGINIA BEACH, VA
(36.837611, -75.975428)"
2017046297.0,11/22/2017,1915,WED,LANDSTOWN CENTRE WY,Yes,1.0,125.0,3,"PRINCESS ANNE RD
VIRGINIA BEACH, VA
"
2017046323.0,11/22/2017,2200,WED,OLD DONATION PW,.25 Miles From,2.0,223.0,2,"1000 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.820653, -75.996)"
2017046363.0,11/23/2017,600,THU,,,2.0,224.0,2,"468 REALTY LA
VIRGINIA BEACH, VA
(36.846096, -76.007849)"
2017002090.0,01/19/2017,1604,THU,INDEPENDENCE BL S,Yes,4.0,428.0,3,"LYNNHAVEN PW
VIRGINIA BEACH, VA
"
2017045998.0,11/20/2017,1650,MON,NORWICH AV,Yes,3.0,331.0,3,"5800 NORTHAMPTON BL
VIRGINIA BEACH, VA
(36.882286, -76.185245)"
2017046373.0,11/23/2017,1128,THU,DAM NECK RD,Yes,1.0,128.0,2,"PRINCESS ANNE RD
VIRGINIA BEACH, VA
"
2017046241.0,11/22/2017,1257,WED,DAM NECK RD,500 Feet From,1.0,123.0,3,"GENERAL BOOTH BL
VIRGINIA BEACH, VA
"
2017046017.0,11/20/2017,1905,MON,SALEM CROSSING,Yes,4.0,424.0,2,"2020 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.792295, -76.11984)"
2017046152.0,11/21/2017,1748,TUE,DAHLIA DR,50 Feet From,4.0,426.0,3,"1800 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.899904, -76.144782)"
2017046303.0,11/22/2017,1953,WED,1799 DAHLIA DR,Yes,4.0,426.0,2,"1898 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.900916, -76.144945)"
2017035924.0,09/09/2017,1825,SAT,LIFETIME DR,.10 Miles From,1.0,125.0,1,"4000 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.754512, -76.130904)"
2017035995.0,09/10/2017,533,SUN,COUNSELOR LN,100 Feet From,4.0,427.0,2,"625 HUSTINGS COURT LN
VIRGINIA BEACH, VA
(36.818041, -76.109987)"
2017035904.0,09/09/2017,1256,SAT,INDIAN RIVER RD,Yes,4.0,421.0,2,"1300 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.799911, -76.173743)"
2015016497.0,05/01/2015,1000,FRI,BIRCHWOOD MALL,Yes,3.0,322.0,2,"3700 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.840219, -76.099786)"
2015052353.0,12/22/2015,1325,TUE,PALADIN DR,Yes,1.0,129.0,2,"3556 HILBER ST
VIRGINIA BEACH, VA
(36.837195, -76.094233)"
2016004313.0,02/03/2016,1813,WED,FIR AV S,Yes,3.0,322.0,4,"4305 BONNEY RD
VIRGINIA BEACH, VA
(36.837911, -76.12154)"
2016021733.0,05/31/2016,854,TUE,NORTHAMPTON BL,Yes,3.0,329.0,2,"4609 SHORE DR
VIRGINIA BEACH, VA
(36.90364, -76.130419)"
2016022764.0,06/06/2016,1520,MON,LISHELLE PL,Yes,1.0,127.0,3,"798 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.813043, -76.068443)"
2016028628.0,07/12/2016,1345,TUE,7TH ST,Yes,2.0,227.0,2,"700 PACIFIC AV
VIRGINIA BEACH, VA
(36.835997, -75.972992)"
2016021158.0,05/27/2016,2243,FRI,5600 CONNIE LA,Yes,3.0,325.0,0,"600 NEWTOWN RD
VIRGINIA BEACH, VA
(36.859643, -76.175254)"
2016022253.0,06/03/2016,1302,FRI,CENTER LA,Yes,4.0,422.0,2,"5341 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.798636, -76.177391)"
2016025623.0,06/24/2016,1230,FRI,WOLFSNARE RD,Yes,2.0,223.0,2,"899 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.855265, -76.024965)"
2015001560.0,01/12/2015,650,MON,FISHER AR,Yes,1.0,122.0,2,"1968 SANDBRIDGE RD
VIRGINIA BEACH, VA
(36.74944, -76.00661)"
2015005643.0,02/10/2015,1259,TUE,PARLIAMENT DR,Yes,4.0,423.0,2,"200 PARLIAMENT DR S
VIRGINIA BEACH, VA
(36.83607, -76.167112)"
2015002436.0,01/18/2015,920,SUN,VISTA CI,Yes,2.0,220.0,2,"3200 SHORE DR
VIRGINIA BEACH, VA
(36.909144, -76.083199)"
2015005367.0,02/08/2015,1140,SUN,DAHLIA DR,Yes,4.0,428.0,3,"1200 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.800853, -76.099206)"
2015003385.0,01/24/2015,2007,SAT,2101 LANDSTOWN RD,Yes,1.0,125.0,2,"3811 DAM NECK RD
VIRGINIA BEACH, VA
(36.771219, -76.096827)"
2015001891.0,01/14/2015,1600,WED,MICHAEL LA BOUVE DR,Yes,1.0,128.0,2,"3394 BUCKNER BL
VIRGINIA BEACH, VA
(36.788086, -76.10182)"
2015004768.0,02/04/2015,844,WED,EDWIN DR,Yes,4.0,426.0,2,"4700 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.814715, -76.143853)"
2015002130.0,01/16/2015,1055,FRI,VIRGINIA BEACH BL,Yes,,,2,"459 NEWTOWN RD
VIRGINIA BEACH, VA
(36.857093, -76.176914)"
2015003989.0,01/29/2015,904,THU,BUCKNER BL,Yes,1.0,128.0,2,"1599 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.788914, -76.096976)"
2015001420.0,01/10/2015,2200,SAT,PIER POINT PL,Yes,3.0,331.0,1,"5400 SHORE DR
VIRGINIA BEACH, VA
(36.907173, -76.167731)"
2015005796.0,02/11/2015,1724,WED,LYNNHAVEN PW S,Yes,1.0,127.0,0,"398 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.833895, -76.067226)"
2015002699.0,01/20/2015,843,TUE,CORPORATE LANDING PW,07.50 Miles From,1.0,123.0,4,"1537 DAM NECK RD
VIRGINIA BEACH, VA
(36.785577, -76.018628)"
2015002514.0,01/18/2015,2207,SUN,WITCHDUCK RD N,Yes,3.0,328.0,2,"900 FERRY PLANTATION RD
VIRGINIA BEACH, VA
(36.865363, -76.134976)"
2015003615.0,01/26/2015,1400,MON,DRIVERS WORLD WY,Yes,4.0,427.0,2,"177 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.835866, -76.096028)"
2015004597.0,02/02/2015,1715,MON,BOW CREEK BL,Yes,1.0,129.0,2,"598 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.820138, -76.097674)"
2015003333.0,01/24/2015,1330,SAT,OLD GREAT NECK RD,Yes,2.0,222.0,2,"300 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.842664, -76.047915)"
2015002379.0,01/17/2015,2324,SAT,RIVERBEND RD,Yes,1.0,126.0,2,"1100 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.804285, -76.082413)"
2015003224.0,01/23/2015,1819,FRI,SAVILLE GARDEN WY,Yes,1.0,124.0,2,"2901 HOLLAND RD
VIRGINIA BEACH, VA
(36.778396, -76.071698)"
2015004572.0,02/02/2015,1522,MON,BRINSON LA,Yes,3.0,327.0,2,"739 ARAGONA BL
VIRGINIA BEACH, VA
(36.85981, -76.145367)"
2015004348.0,01/31/2015,2234,SAT,LEVEL GREEN,Yes,4.0,420.0,1,"1000 TRADEWINDS RD
VIRGINIA BEACH, VA
(36.806071, -76.207281)"
2015002364.0,01/17/2015,2100,SAT,WITCHDUCK RD N,Yes,3.0,328.0,2,"696 ARAGONA BL
VIRGINIA BEACH, VA
(36.856813, -76.144748)"
2015001568.0,01/12/2015,830,MON,BRANDYWINE DR,Yes,4.0,422.0,2,"4831 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.818889, -76.148593)"
2015004280.0,01/31/2015,1155,SAT,POPLAR POINT RD,Yes,2.0,221.0,4,"1400 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.878472, -76.041794)"
2015005654.0,02/10/2015,1432,TUE,NIMMO PW,Yes,1.0,122.0,2,"2100 UPTON DR
VIRGINIA BEACH, VA
(36.760564, -76.005206)"
2015000600.0,01/05/2015,912,MON,2900 CHESTNUT OAK WY,Yes,1.0,124.0,2,"2887 HOLLAND RD
VIRGINIA BEACH, VA
(36.776922, -76.071358)"
2015000889.0,01/07/2015,703,WED,NIMMO PW,Yes,1.0,124.0,2,"2248 ROCKINGCHAIR LA
VIRGINIA BEACH, VA
(36.762727, -76.028683)"
2015004758.0,02/04/2015,800,WED,WINDMILL DR,Yes,4.0,428.0,2,"1400 DAHLIA DR
VIRGINIA BEACH, VA
(36.800786, -76.099348)"
2015003832.0,01/28/2015,900,WED,OLD DONATION PW,Yes,2.0,221.0,2,"1000 GREAT NECK RD N
VIRGINIA BEACH, VA
(36.86565, -76.044412)"
2015003697.0,01/27/2015,740,TUE,WAFF RD,Yes,4.0,421.0,1,"5499 STEWART DR
VIRGINIA BEACH, VA
(36.784502, -76.172671)"
2015002901.0,01/21/2015,1555,WED,HERITAGE PARK DR,Yes,1.0,122.0,2,"1700 CHAMPION CI
VIRGINIA BEACH, VA
(36.742127, -75.995649)"
2015001639.0,01/12/2015,1729,MON,GREENWELL RD N,,3.0,330.0,2,"2300 PLEASURE HOUSE RD
VIRGINIA BEACH, VA
(36.908409, -76.134052)"
2015003815.0,01/28/2015,120,WED,GENERAL BOOTH BL,Yes,1.0,123.0,2,"1099 DAM NECK RD
VIRGINIA BEACH, VA
(36.786013, -75.999206)"
2015003379.0,01/24/2015,1914,SAT,BONNEY RD,Yes,3.0,324.0,2,"196 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.837557, -76.136948)"
2015000860.0,01/06/2015,1859,TUE,NIMMO PW,Yes,1.0,122.0,2,"2099 UPTON DR
VIRGINIA BEACH, VA
(36.760061, -76.005628)"
2015005607.0,02/10/2015,652,TUE,NEWSTEAD DR,Yes,1.0,122.0,2,"2163 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.75792, -76.012973)"
2015002650.0,01/19/2015,2055,MON,NIMMO PW,Yes,1.0,122.0,2,"2100 UPTON DR
VIRGINIA BEACH, VA
(36.760564, -76.005206)"
2015004477.0,02/01/2015,2015,SUN,GENERAL BOOTH BL,Yes,1.0,122.0,2,"1301 NIMMO PW
VIRGINIA BEACH, VA
(36.763388, -76.01622)"
2015005150.0,02/06/2015,2125,FRI,INDEPENDENCE BL  S,Yes,4.0,426.0,2,"1497 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.795431, -76.097436)"
2015000048.0,01/01/2015,320,THU,1300 CREDLE RD,Yes,2.0,228.0,1,"583 OCEANA BL
VIRGINIA BEACH, VA
(36.820312, -76.008256)"
2015001567.0,01/12/2015,830,MON,PROVIDENCE RD,Yes,4.0,420.0,3,"6000 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.810607, -76.201767)"
2015000973.0,01/07/2015,1650,WED,LEGARE LA,,4.0,421.0,2,"5400 BEAUFAIN BL
VIRGINIA BEACH, VA
(36.780016, -76.183671)"
2015002456.0,01/18/2015,1250,SUN,BIRDHAVEN CT,Yes,4.0,423.0,2,"217 GREEN KEMP RD
VIRGINIA BEACH, VA
(36.835442, -76.176526)"
2015003878.0,01/28/2015,1359,WED,ROSEMONT RD S,Yes,1.0,128.0,1,"3432 DAM NECK RD
VIRGINIA BEACH, VA
(36.77928, -76.085051)"
2015003915.0,01/28/2015,1735,WED,PRINCESS ANNE RD,Yes,1.0,128.0,2,"400 INDEPENDENCE BL S
VIRGINIA BEACH, VA
(36.828632, -76.134522)"
2015001259.0,01/09/2015,1859,FRI,WELLSFORD DR,Yes,1.0,123.0,1,"1001 BLAIRMORE DR
VIRGINIA BEACH, VA
(36.774847, -75.994423)"
2015005072.0,02/06/2015,1350,FRI,VISTA CI,02.00 Miles From,2.0,220.0,2,"3232 SHORE DR
VIRGINIA BEACH, VA
(36.908623, -76.084007)"
2015003833.0,01/28/2015,905,WED,GENERAL BOOTH,Yes,2.0,228.0,1,"900 BIRDNECK RD S
VIRGINIA BEACH, VA
(36.811636, -75.993618)"
2015002608.0,01/19/2015,1531,MON,34TH ST,Yes,2.0,226.0,2,"3398 PACIFIC AV
VIRGINIA BEACH, VA
(36.862299, -75.980176)"
2015005234.0,02/07/2015,1239,SAT,LYNN SHORES DR S,Yes,3.0,322.0,2,"3800 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.840034, -76.105973)"
2015004711.0,02/03/2015,1703,TUE,FIVE GAIT TL,Yes,1.0,128.0,1,"3219 HOLLAND RD
VIRGINIA BEACH, VA
(36.794388, -76.081896)"
2015005223.0,02/07/2015,1145,SAT,GREAT NECK RD N,Yes,2.0,222.0,2,"141 LONDON BRIDGE RD
VIRGINIA BEACH, VA
(36.838972, -76.049424)"
2015002854.0,01/21/2015,858,WED,INDIAN RIVER RD,Yes,1.0,121.0,2,"3200 NEW BRIDGE RD
VIRGINIA BEACH, VA
(36.721166, -75.998045)"
2015003925.0,01/28/2015,2015,WED,MALIBU DR,Yes,3.0,321.0,3,"3598 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.840902, -76.095286)"
2015005137.0,02/06/2015,1936,FRI,WEXFORD DR,Yes,3.0,325.0,2,"5425 VIRGINIA BEACH BL
VIRGINIA BEACH, VA
(36.850374, -76.168352)"
2015001166.0,01/09/2015,710,FRI,2300 OAK ST,Yes,2.0,220.0,2,"2700 SHORE DR
VIRGINIA BEACH, VA
(36.914128, -76.061492)"
2015002923.0,01/21/2015,1815,WED,CELTIC DR,Yes,1.0,128.0,3,"1600 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.788914, -76.096976)"
2015004712.0,02/03/2015,1740,TUE,GENERAL BOOTH BL,Yes,1.0,123.0,2,"1099 DAM NECK RD
VIRGINIA BEACH, VA
(36.786013, -75.999206)"
2015002082.0,01/16/2015,5,FRI,FIRST COLONIAL RD,Yes,2.0,224.0,2,"264
VIRGINIA BEACH, VA
(36.833414, -76.073914)"
2015003304.0,01/24/2015,950,SAT,BRIDLE CREEK BL,Yes,4.0,424.0,2,"2500 LYNNHAVEN PW
VIRGINIA BEACH, VA
(36.785415, -76.156671)"
2015000734.0,01/06/2015,655,TUE,PROVIDENCE RD,Yes,4.0,420.0,2,"6000 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.810607, -76.201767)"
2015001712.0,01/13/2015,622,TUE,REPUBLIC RD,Yes,2.0,222.0,2,"799 FIRST COLONIAL RD
VIRGINIA BEACH, VA
(36.853107, -76.022829)"
2015003907.0,01/28/2015,1645,WED,LYNNHAVEN RD N,Yes,3.0,321.0,2,"399 KINGS GRANT RD
VIRGINIA BEACH, VA
(36.846585, -76.081101)"
2015003830.0,01/28/2015,826,WED,SUNNYSIDE DR,Yes,4.0,420.0,2,"6216 INDIAN RIVER RD
VIRGINIA BEACH, VA
(36.813678, -76.207465)"
2015004513.0,02/02/2015,210,MON,2200 HOLLAND RD,Yes,1.0,121.0,1,"2372 PRINCESS ANNE RD
VIRGINIA BEACH, VA
(36.754565, -76.051194)"
2015004841.0,02/04/2015,1720,WED,WEYBRIDGE DR,Yes,1.0,124.0,2,"2561 LONDON BRIDGE RD
VIRGINIA BEACH, VA
(36.76912, -76.01562)"
2015005801.0,02/11/2015,1606,WED,1800 CENTERVILLE TP,,4.0,421.0,3,"1800 KEMPSVILLE RD
VIRGINIA BEACH, VA
(36.782712, -76.189413)"
2015005221.0,02/07/2015,1126,SAT,UPTON DR,Yes,1.0,122.0,2,"1099 NIMMO PW
VIRGINIA BEACH, VA
(36.760945, -76.005008)"
2015003779.0,01/27/2015,1830,TUE,FIRST SETTLERS AV,Yes,1.0,124.0,3,"2299 HOLLAND RD
VIRGINIA BEACH, VA
(36.756633, -76.051481)"
2015001165.0,01/09/2015,638,FRI,1393 SHIPPS CORNER RD,Yes,1.0,124.0,2,"1440 LONDON BRIDGE RD
VIRGINIA BEACH, VA
(36.791165, -76.065836)"
2015004207.0,01/30/2015,2138,FRI,CONCERT DR,Yes,1.0,128.0,2,"1600 ROSEMONT RD S
VIRGINIA BEACH, VA
(36.788914, -76.096976)"
