,GPIN,Street Address,Zip Code,Neighborhood,Land Value,Improvement Value,Total Value,Land USE (Y/N),Sale Date,Sale Price,Document Number,Deed Book,Deed Page,Location 1
474208,14684318040812,812 Zircon Ct,23462-1187,Diamond Springs Condo,29000.0,$62500,91500.0,No,11/02/2017,128000.0,20171102000945880,,,"812 Zircon Ct
Virginia Beach, VA 23462-1187
(36.868163, -76.171195)"
143281,14683462850000,5431 Scholarship Dr,23462-7335,Campus East Townhomes,45800.0,$79600,125400.0,No,08/31/2007,175000.0,20070904001197880,,,"5431 Scholarship Dr
Virginia Beach, VA 23462-7335
(36.869004, -76.17288)"
20823,24326431580231,3665 Sandpiper Rd 231,23456,Outdoor Resorts,68100.0,$2500,70600.0,No,09/28/2004,0.0,200408270137206,,,"3665 Sandpiper Rd 231
Virginia Beach, VA 23456
(36.70468, -75.929738)"
377568,14851193700000,3804 Coyote Cir,23456-4961,Salem Lakes,83000.0,$176100,259100.0,No,03/24/1997,115086.0,000000000000000,3712.0,201.0,"3804 Coyote Cir
Virginia Beach, VA 23456-4961
(36.777088, -76.113277)"
437853,14952875590000,1308 Canary Dr,23453-2942,Cardinal Estates,45000.0,$108800,153800.0,No,06/05/2000,48634.0,000000000000000,4222,1835.0,"1308 Canary Dr
Virginia Beach, VA 23453-2942
(36.796402, -76.07577)"
222861,14978217640000,208 Cheltenham Dr,23454-4307,Cheltenham Square,91000.0,$164300,255300.0,No,03/26/1975,48900.0,000000000000000,1476,586.0,"208 Cheltenham Dr
Virginia Beach, VA 23454-4307
(36.834994, -76.056179)"
477966,14684384779560,829 Gas Light Ln,23462-1233,Lake Cypress Condo,41000.0,$81400,122400.0,No,12/29/2017,145000.0,20171229001107660,,,"829 Gas Light Ln
Virginia Beach, VA 23462-1233
(36.865953, -76.168427)"
66594,24178905950000,,,Stabilized Residential Land,6000.0,$0,6000.0,No,01/12/1984,0.0,000000000000000,2308.0,32.0,"Virginia Beach, VA
(36.845117, -75.975518)"
188584,14978666930290,2381 London Pointe Dr,23454-3987,London Pointe,50000.0,$102700,152700.0,No,10/06/1994,0.0,000000000000000,3440,1941.0,"2381 London Pointe Dr
Virginia Beach, VA 23454-3987
(36.846111, -76.053574)"
383192,14555927540000,1202 Clear Springs Rd,23464-4909,Level Grn Pinewood/Villages Th,40000.0,$81900,121900.0,No,10/12/2004,89500.0,200409200150048,,,"1202 Clear Springs Rd
Virginia Beach, VA 23464-4909
(36.802443, -76.203674)"
99960,14954019870000,3001 Barberry Ln,23453-5940,Landstown Meadows,77200.0,$223700,300900.0,No,12/30/1993,132500.0,000000000000000,3327.0,2116.0,"3001 Barberry Ln
Virginia Beach, VA 23453-5940
(36.775697, -76.071288)"
253964,24043818000000,1904 Winterhaven Dr,23456-7702,Castleton Bucknghm Chartwll,142600.0,$282800,425400.0,No,07/02/1996,0.0,000000000000000,3634,423.0,"1904 Winterhaven Dr
Virginia Beach, VA 23456-7702
(36.768656, -76.041444)"
302307,14960442370000,853 S Club House Rd 2,23452,Princess Anne Plaza Kings Arms,40000.0,$67000,107000.0,No,04/11/1989,46040.0,000000000000000,2817.0,1480.0,"853 S Club House Rd 2
Virginia Beach, VA 23452
(36.81193, -76.082681)"
122155,14560788180000,1108 Milissa Ct,23464-1724,Sherry Park,70000.0,$107800,177800.0,No,08/08/1995,88000.0,000000000000000,3526.0,162.0,"1108 Milissa Ct
Virginia Beach, VA 23464-1724
(36.824684, -76.217814)"
2534,14679912300023,5109 Maracas Arch,23462-1974,Witchduck Woods Condo,59800.0,$147300,207100.0,No,11/18/2004,0.0,200411180183220,,,"5109 Maracas Arch
Virginia Beach, VA 23462-1974
(36.854658, -76.153559)"
407902,24047408450000,2304 Woodland Ct,23456-6014,Southgate,110000.0,$208000,318000.0,No,08/02/2010,253000.0,20100803000785520,,,"2304 Woodland Ct
Virginia Beach, VA 23456-6014
(36.757512, -76.028206)"
45750,14774867700000,606 Independence Blvd Vl,23462,Independence,4700.0,$0,4700.0,No,10/28/1991,0.0,000000000000000,3027.0,2021.0,"606 Independence Blvd Vl
Virginia Beach, VA 23462
(36.853117, -76.135771)"
119291,14945713850000,2760 Pleasant Acres Dr,23453-7337,Christopher Farms,143600.0,$297600,441200.0,No,05/01/2015,0.0,20150501000392270,,,"2760 Pleasant Acres Dr
Virginia Beach, VA 23453-7337
(36.765511, -76.067903)"
293088,15705128886690,4829 Lakesedge Cv,23455,Ches Bch Bay Lake Condo,85700.0,$121200,206900.0,No,06/03/2014,213500.0,20140603000492360,,,"4829 Lakesedge Cv
Virginia Beach, VA 23455
(36.916889, -76.131404)"
456995,14980655890000,3257 Stapleford Chase,23452-6174,Middle Plantation Phase 6,297000.0,$356200,653200.0,No,12/22/1999,395000.0,000000000000000,4177,1285.0,"3257 Stapleford Chase
Virginia Beach, VA 23452-6174
(36.873516, -76.080182)"
274921,14742619510000,4524 Hollingsworth Ln,23456-7110,Glenwood,91000.0,$189200,280200.0,No,10/04/1995,0.0,000000000000000,3546.0,1081.0,"4524 Hollingsworth Ln
Virginia Beach, VA 23456-7110
(36.765666, -76.147028)"
466373,14871857990000,612 Heron Point Cir,23452-2605,Thalia,148200.0,$213700,361900.0,No,07/05/2017,390000.0,20170706000561540,,,"612 Heron Point Cir
Virginia Beach, VA 23452-2605
(36.852625, -76.111837)"
320765,14761883270000,514 Mulligan Dr,23462-6422,Fairways,83600.0,$111500,195100.0,No,08/28/1995,84025.0,000000000000000,3532.0,1429.0,"514 Mulligan Dr
Virginia Beach, VA 23462-6422
(36.824638, -76.146395)"
156308,24170444010000,1506 Southern Blvd,23454,Oceana West,63900.0,$166700,230600.0,No,06/24/2005,0.0,200505230076587,,,"1506 Southern Blvd
Virginia Beach, VA 23454
(36.838443, -76.013807)"
109893,24196373250000,219 65th St,23451-2132,North Va Beach,342200.0,$208700,550900.0,No,05/16/1996,187000.0,000000000000000,3617.0,531.0,"219 65th St
Virginia Beach, VA 23451-2132
(36.890152, -75.990461)"
355105,14783657710000,4603 Truman Ln,23455-4845,Governor Square,61000.0,$119700,180700.0,No,08/13/2014,195500.0,20140813000753590,,,"4603 Truman Ln
Virginia Beach, VA 23455-4845
(36.875158, -76.138395)"
445172,24179761409250,604 Shoreham Ct 304,23451-4168,S Va Beach Shoreham,61000.0,$86000,147000.0,No,04/07/1999,63000.0,000000000000000,4043,197.0,"604 Shoreham Ct 304
Virginia Beach, VA 23451-4168
(36.845263, -75.981953)"
48331,14569353790000,928 Richland Dr,23464-3927,Avalon Hills,95000.0,$120500,215500.0,No,05/30/2007,0.0,20070504000610650,,,"928 Richland Dr
Virginia Beach, VA 23464-3927
(36.812083, -76.188643)"
378392,24149227790000,917 Brasileno Ct,23456-6443,Lagomar,152000.0,$428900,580900.0,No,04/05/1999,0.0,000000000000000,4037.0,1092.0,"917 Brasileno Ct
Virginia Beach, VA 23456-6443
(36.751424, -75.986449)"
442630,14745985420000,4300 Spruce Knob Rd,23456-5838,Wyndamere,83000.0,$144200,227200.0,No,07/29/1994,92985.0,000000000000000,3418,872.0,"4300 Spruce Knob Rd
Virginia Beach, VA 23456-5838
(36.772712, -76.134365)"
405024,14853571021103,3853 Lasalle Dr 110,23453-4761,Buckner Woods,46000.0,$81300,127300.0,No,08/10/2015,115000.0,20150811000771690,,,"3853 Lasalle Dr 110
Virginia Beach, VA 23453-4761
(36.787898, -76.106645)"
14732,14978567032400,2420 Virginia Beach Blvd A-73,23454-4000,Industrial Condo,8200.0,$800,9000.0,No,05/13/2002,0.0,000000000000000,4659.0,2146.0,"2420 Virginia Beach Blvd A-73
Virginia Beach, VA 23454-4000
(36.841861, -76.053738)"
5925,14658682850000,5025 Halwell Dr,23464-8423,Indian Lakes Sf (2),70000.0,$138600,208600.0,No,03/20/2017,230000.0,20170321000230040,,,"5025 Halwell Dr
Virginia Beach, VA 23464-8423
(36.791844, -76.157491)"
143223,14785040100000,644 Liberty Bell Rd,23462-2355,Pembroke Manor,85500.0,$179200,264700.0,No,06/28/2002,162000.0,000000000000000,4698,858.0,"644 Liberty Bell Rd
Virginia Beach, VA 23462-2355
(36.856683, -76.133173)"
158661,24154023080000,1268 Brahms Dr,23454-6612,Ocean Lakes North,105600.0,$140800,246400.0,No,08/31/2000,115000.0,000000000000000,4267,1130.0,"1268 Brahms Dr
Virginia Beach, VA 23454-6612
(36.772463, -76.002701)"
11474,14872207870000,179 Thalia Trace Dr,23452-2362,Thalia Village Th,43400.0,$59300,102700.0,No,03/31/2017,131650.0,20170403000266770,,,"179 Thalia Trace Dr
Virginia Beach, VA 23452-2362
(36.836233, -76.110465)"
67608,14869352470000,3209 Ashaway Rd,23452-4933,Lakes,57000.0,$120200,177200.0,No,11/04/1999,83000.0,000000000000000,4132.0,1672.0,"3209 Ashaway Rd
Virginia Beach, VA 23452-4933
(36.809845, -76.086086)"
422008,14952868660000,1220 Canary Dr,23453,Cardinal Estates,45000.0,$81200,126200.0,No,02/02/2016,0.0,20160202000085110,,,"1220 Canary Dr
Virginia Beach, VA 23453
(36.797149, -76.076132)"
349279,14767617840000,4316 Mountainleaf Ct,23462-5743,Larkspur Meadows Th,50000.0,$126000,176000.0,No,02/08/2011,0.0,20110208000135580,,,"4316 Mountainleaf Ct
Virginia Beach, VA 23462-5743
(36.819823, -76.127947)"
263999,14744822770000,3836 Sterncroft Dr,23456-6845,Glenwood,91000.0,$179800,270800.0,No,10/07/1996,124275.0,000000000000000,3668.0,424.0,"3836 Sterncroft Dr
Virginia Beach, VA 23456-6845
(36.769255, -76.139511)"
155338,14978286490000,2448 Casey Ct,23454-5221,London Bridge Manor,57800.0,$106400,164200.0,No,12/05/1986,0.0,000000000000000,2572,1707.0,"2448 Casey Ct
Virginia Beach, VA 23454-5221
(36.834561, -76.053321)"
311965,14780379510000,4928 Olive Grove Ln,23455-5214,Aragona Village,75900.0,$110400,186300.0,No,02/14/1986,0.0,000000000000000,2479.0,508.0,"4928 Olive Grove Ln
Virginia Beach, VA 23455-5214
(36.867348, -76.148358)"
161220,14545957480461,5917 Ludington Dr,23464-1561,Tarleton Oaks Gables/Reserves,62000.0,$97600,159600.0,No,03/02/2010,195000.0,20100302000196580,,,"5917 Ludington Dr
Virginia Beach, VA 23464-1561
(36.774645, -76.202583)"
97855,14677787890000,568 Peregrine St,23462-1854,Northridge,36400.0,$68400,104800.0,No,01/08/2003,57450.0,200212133080169,,,"568 Peregrine St
Virginia Beach, VA 23462-1854
(36.851129, -76.159159)"
201309,14851348330000,3920 Sunstream Pkwy,23456-1318,Sunstream Park Semi Det,59500.0,$118400,177900.0,No,02/26/2002,101500.0,000000000000000,4621,1383.0,"3920 Sunstream Pkwy
Virginia Beach, VA 23456-1318
(36.784063, -76.114499)"
270870,14658624640000,1600 Hinton Ct,23464-8408,Indian Lakes Sf (2),70000.0,$176700,246700.0,No,01/03/1995,0.0,000000000000000,3464.0,1962.0,"1600 Hinton Ct
Virginia Beach, VA 23464-8408
(36.792139, -76.15921)"
100377,14964331380000,2945 Bamberg Pl,23453-3207,Magic Hollow,69700.0,$88900,158600.0,No,03/30/1979,39300.0,000000000000000,1885.0,29.0,"2945 Bamberg Pl
Virginia Beach, VA 23453-3207
(36.809109, -76.06963)"
110380,24251283250000,1527 Sword Dancer Dr,23454-6852,Ocean Lakes Th,61300.0,$128700,190000.0,No,06/25/2007,0.0,20070620000830250,,,"1527 Sword Dancer Dr
Virginia Beach, VA 23454-6852
(36.777157, -75.977147)"
327070,14934786230000,2624 Einstein Dr,23456-8164,West Neck Village Village E,98400.0,$177200,275600.0,No,11/05/2002,1968000.0,200209233037649,,,"2624 Einstein Dr
Virginia Beach, VA 23456-8164
(36.738944, -76.070095)"
224942,14899951361120,3212 Jade Ct 303,23451-1170,Shore Dr S Shorehaven,71100.0,$103000,174100.0,No,10/16/2009,203000.0,20091016001215760,,,"3212 Jade Ct 303
Virginia Beach, VA 23451-1170
(36.908046, -76.083142)"
312012,24179386410000,711 Maryland Ave,23451-4512,Shadow Lawn Sf,223900.0,$185000,408900.0,No,11/30/1982,0.0,000000000000000,2228.0,420.0,"711 Maryland Ave
Virginia Beach, VA 23451-4512
(36.835635, -75.981514)"
35615,14877354250000,3517 Boyd Rd,23452-4307,Princess Anne Plaza,72500.0,$78400,150900.0,No,04/13/2005,135000.0,200503020032503,,,"3517 Boyd Rd
Virginia Beach, VA 23452-4307
(36.837982, -76.092042)"
250882,14790462790450,5080 Bardith Cir,23455-3854,Lake Smith Condominium,41600.0,$87600,129200.0,No,10/06/2000,81000.0,000000000000000,4290,2050.0,"5080 Bardith Cir
Virginia Beach, VA 23455-3854
(36.895983, -76.148673)"
152391,24149916150000,905 Chimo Ct,23454-6735,Ocean Lakes,94000.0,$160500,254500.0,No,05/31/1994,98500.0,000000000000000,3396,1025.0,"905 Chimo Ct
Virginia Beach, VA 23454-6735
(36.770418, -75.986248)"
213201,14674983220000,5486 Davis Way,23462-7108,Amhurst Townhouses,34000.0,$73100,107100.0,No,10/03/2005,132000.0,200509090144562,,,"5486 Davis Way
Virginia Beach, VA 23462-7108
(36.855105, -76.169199)"
219023,14946609740000,2693 Pleasant Acres Dr,23453-6699,Christopher Farms,144500.0,$248300,392800.0,No,04/07/2000,0.0,000000000000000,4212,1283.0,"2693 Pleasant Acres Dr
Virginia Beach, VA 23453-6699
(36.764094, -76.065111)"
349909,14794779732750,4753 Bay Quarter Ct,23455-2047,Ches Bch Bay Quarter Condo,66000.0,$102700,168700.0,No,08/28/1992,0.0,000000000000000,3121.0,177.0,"4753 Bay Quarter Ct
Virginia Beach, VA 23455-2047
(36.90598, -76.134372)"
89772,14853122710000,1800 Flatrock Ct,23456-5738,Salem Lakes,83000.0,$167900,250900.0,No,03/25/2011,239900.0,20110325000312790,,,"1800 Flatrock Ct
Virginia Beach, VA 23456-5738
(36.776986, -76.108803)"
89694,24144360410000,2524 Castle Hill Ct,23454-6335,Red Mill/Fox Chase,115000.0,$187700,302700.0,No,09/29/2006,325000.0,20060821001272440,,,"2524 Castle Hill Ct
Virginia Beach, VA 23454-6335
(36.752348, -76.0024)"
130284,14752593970000,1624 Cliffwood Dr,23456-5000,Salem Woods,101000.0,$170500,271500.0,No,10/29/2010,235000.0,20101101001157370,,,"1624 Cliffwood Dr
Virginia Beach, VA 23456-5000
(36.788905, -76.143547)"
169953,14563149090000,1012 Anderson Way,23464-3707,College Park,81000.0,$142900,223900.0,No,05/17/2007,0.0,20070425000554360,,,"1012 Anderson Way
Virginia Beach, VA 23464-3707
(36.808506, -76.209823)"
466047,24088835220000,1624 Duke Of Windsor Rd,23454-2506,Alanton Linkhorn Shores,840000.0,$706700,1546700.0,No,07/27/1972,26000.0,000000000000000,1288,583.0,"1624 Duke Of Windsor Rd
Virginia Beach, VA 23454-2506
(36.87682, -76.019237)"
177447,14978836730000,2500 Longleaf Ct,23454-3335,Deerwood Trace,56000.0,$99000,155000.0,No,07/01/2005,129900.0,200506030083211,,,"2500 Longleaf Ct
Virginia Beach, VA 23454-3335
(36.850959, -76.054468)"
89388,24104699040000,4469 Charity Neck Rd,23457-1591,Pungo Land Use,676300.0,$306500,982800.0,Yes,12/14/1989,0.0,000000000000000,2877.0,1578.0,"4469 Charity Neck Rd
Virginia Beach, VA 23457-1591
(36.652932, -76.002024)"
62164,14960920890000,422 Dauphin Ln,23452-5345,Princess Anne Plaza,72500.0,$95800,168300.0,No,09/28/1983,55000.0,000000000000000,2286.0,1000.0,"422 Dauphin Ln
Virginia Beach, VA 23452-5345
(36.825645, -76.08334)"
9369,14865748700000,3617 S Gladstone Arch,23452-3116,Windsor Woods,80400.0,$127200,207600.0,No,10/16/2006,0.0,20060906001348000,,,"3617 S Gladstone Arch
Virginia Beach, VA 23452-3116
(36.822529, -76.099503)"
362575,14787760730000,1112 Baileywick Dr,23455-5627,Wishart Cove,232500.0,$183400,415900.0,No,09/18/1995,88000.0,000000000000000,3540.0,938.0,"1112 Baileywick Dr
Virginia Beach, VA 23455-5627
(36.876069, -76.124907)"
425219,24182745600000,1120 Lee Rd,23451-3812,Bay Colony,384800.0,$166300,551100.0,No,10/18/1991,0.0,000000000000000,3025,2141.0,"1120 Lee Rd
Virginia Beach, VA 23451-3812
(36.874203, -76.005616)"
370905,14650456400000,1669 Dylan Dr,23464-6724,Brandon Semi-D,71000.0,$121900,192900.0,No,02/14/2005,0.0,200501180008663,,,"1669 Dylan Dr
Virginia Beach, VA 23464-6724
(36.787507, -76.185643)"
363894,14771428820000,,,Va Beach Blvd,91500.0,$13900,105400.0,No,03/14/2007,350000.0,20070305000294110,,,"Virginia Beach, VA
(36.845117, -75.975518)"
350290,14748037600000,2533 Unbridled Ln,23456,Indian River Farms,137000.0,$229800,366800.0,No,12/02/2003,289900.0,200311120185438,,,"2533 Unbridled Ln
Virginia Beach, VA 23456
(36.748724, -76.126307)"
44068,14654161850000,5304 Brockie St,23464-8006,Brigadoon/Country Haven,88000.0,$141500,229500.0,No,09/21/2005,255000.0,200508170130895,,,"5304 Brockie St
Virginia Beach, VA 23464-8006
(36.778049, -76.172261)"
424230,14753110850000,2032 Pheasant Hill Ct,23464-8838,Glenwood,91000.0,$203000,294000.0,No,03/19/2012,0.0,20120319000302830,,,"2032 Pheasant Hill Ct
Virginia Beach, VA 23464-8838
(36.777452, -76.143045)"
270275,24186393100000,117 Pinewood Rd,23451-3965,Bay Colony,542700.0,$327500,870200.0,No,06/05/1996,278000.0,000000000000000,3624.0,1757.0,"117 Pinewood Rd
Virginia Beach, VA 23451-3965
(36.862255, -75.990828)"
58228,14970165710000,312 Hospital Dr,23452-6734,Princess Anne Plaza,72500.0,$68200,140700.0,No,06/10/1987,58000.0,000000000000000,2641.0,326.0,"312 Hospital Dr
Virginia Beach, VA 23452-6734
(36.831919, -76.081659)"
288626,23078924890000,5917 Lettie St,23457,Pungo,111000.0,$246400,357400.0,No,06/28/2005,180000.0,200505310080815,,,"5917 Lettie St
Virginia Beach, VA 23457
(36.578115, -76.029079)"
67927,14869345570000,904 Matunuck Ct,23452-4937,Lakes,57000.0,$97600,154600.0,No,06/18/2001,54000.0,000000000000000,4417.0,1735.0,"904 Matunuck Ct
Virginia Beach, VA 23452-4937
(36.810161, -76.086586)"
181389,15904164850000,2310 Oak St,23451,Cape Story By The Sea,361200.0,$473400,834600.0,No,05/03/1990,145000.0,000000000000000,2908,159.0,"2310 Oak St
Virginia Beach, VA 23451
(36.913959, -76.065457)"
409441,14697184390000,1413 Rylands Rd,23455-3929,Lakeview Park,285900.0,$155800,441700.0,No,06/28/2001,310000.0,000000000000000,4435,879.0,"1413 Rylands Rd
Virginia Beach, VA 23455-3929
(36.889003, -76.157498)"
221050,24196296492218,221 63rd St B,23451-2124,North Va Beach,241700.0,$57200,298900.0,No,09/30/2013,285000.0,20130930001166910,,,"221 63rd St B
Virginia Beach, VA 23451-2124
(36.888086, -75.989731)"
178644,14770679590000,425 Rose Marie Ave,23462-5518,Aragona Village,75900.0,$105200,181100.0,No,08/22/2014,0.0,20140822000785640,,,"425 Rose Marie Ave
Virginia Beach, VA 23462-5518
(36.848623, -76.148886)"
5927,24034743110000,2764 Renaissance Way,23456-6543,Foxfire,135000.0,$201000,336000.0,No,03/17/2017,359900.0,20170320000222910,,,"2764 Renaissance Way
Virginia Beach, VA 23456-6543
(36.737445, -76.037965)"
177839,24071819780000,2300 Sedgewick Dr,23454-3461,Washington Square Townhouses,60000.0,$83400,143400.0,No,10/05/1982,232000.0,000000000000000,2220,1434.0,"2300 Sedgewick Dr
Virginia Beach, VA 23454-3461
(36.851819, -76.044764)"
1388,14878029780000,3404 S Plaza Trl,23452-4218,Princess Anne Plaza,72500.0,$98900,171400.0,No,08/29/1996,74900.0,000000000000000,3654.0,1159.0,"3404 S Plaza Trl
Virginia Beach, VA 23452-4218
(36.830675, -76.08959)"
265306,13892471020000,3488 Head River Rd,23457-1156,Blackwater,164700.0,$193200,357900.0,No,01/29/2004,95000.0,200312230214425,,,"3488 Head River Rd
Virginia Beach, VA 23457-1156
(36.618962, -76.114514)"
127073,14796837120000,2274 Greenwell Rd,23455-2108,Chesapeake Beach,294000.0,$273800,567800.0,No,12/26/1995,45000.0,000000000000000,3571.0,109.0,"2274 Greenwell Rd
Virginia Beach, VA 23455-2108
(36.907615, -76.128433)"
230986,24048820780000,2412 Hunting Horn Way,23456-5224,Hunt Club Forest And West,120300.0,$176500,296800.0,No,05/18/2004,239000.0,200403250047649,,,"2412 Hunting Horn Way
Virginia Beach, VA 23456-5224
(36.766639, -76.023781)"
316983,14749777010316,3933 Winwick Way,23456,Cromwell Park,70000.0,$155600,225600.0,No,02/03/2006,0.0,20060203000190210,,,"3933 Winwick Way
Virginia Beach, VA 23456
(36.767808, -76.120921)"
432191,24142699410000,2204 Fiddlers Green Ct,23454-6114,Red Mill Farm,106300.0,$145500,251800.0,No,05/05/2003,149000.0,200303130039844,,,"2204 Fiddlers Green Ct
Virginia Beach, VA 23454-6114
(36.763165, -76.00792)"
76302,14880851300000,1200 Witchduck Bay Ct,23455-5621,Witchduck,273800.0,$252600,526400.0,No,08/02/2010,0.0,20100802000781250,,,"1200 Witchduck Bay Ct
Virginia Beach, VA 23455-5621
(36.877975, -76.114969)"
431879,14851999270000,4082 Concordia Way,23453-1760,Green Run Th,41000.0,$94700,135700.0,No,06/06/2007,0.0,20070514000654000,,,"4082 Concordia Way
Virginia Beach, VA 23453-1760
(36.800844, -76.112671)"
263666,14863377238930,3637 Essex Pond Quay,23462-6947,Chimney Hill Condo,43000.0,$74200,117200.0,No,01/21/2003,57000.0,200212313087696,,,"3637 Essex Pond Quay
Virginia Beach, VA 23462-6947
(36.811679, -76.105883)"
55410,14877167060000,221 Cassady Ave,23452-4225,Princess Anne Plaza,72500.0,$100900,173400.0,No,04/11/1997,68000.0,000000000000000,3718.0,858.0,"221 Cassady Ave
Virginia Beach, VA 23452-4225
(36.833057, -76.091724)"
138023,14676738450000,5347 Tuttle Creek Ct,23462-1865,Grand Lake,41100.0,$49900,91000.0,No,03/11/1999,0.0,000000000000000,4020,954.0,"5347 Tuttle Creek Ct
Virginia Beach, VA 23462-1865
(36.851353, -76.164279)"
163041,14750202870000,1425 Eddystone Dr,23464-8641,Rosemont Forest,74000.0,$122000,196000.0,No,12/05/2011,176900.0,20111206001243780,,,"1425 Eddystone Dr
Virginia Beach, VA 23464-8641
(36.780962, -76.153426)"
121329,14545957480490,5961 Ludington Dr,23464-1562,Tarleton Oaks Gables/Reserves,58000.0,$99700,157700.0,No,07/05/2016,164900.0,20160705000572910,,,"5961 Ludington Dr
Virginia Beach, VA 23464-1562
(36.77513, -76.203308)"
358454,14667352420000,5016 Kemps Farm Pl,23464-5540,Stratford Chase/Greens,120000.0,$171300,291300.0,No,07/21/1983,110000.0,000000000000000,2270.0,2015.0,"5016 Kemps Farm Pl
Virginia Beach, VA 23464-5540
(36.810797, -76.161244)"
415493,14786207870000,829 St Denis Ct,23455-6211,Pembroke Th,52000.0,$102700,154700.0,No,05/24/2004,97500.0,200404060053595,,,"829 St Denis Ct
Virginia Beach, VA 23455-6211
(36.864103, -76.130074)"
